legacy_id,tree,namespace,subtype,status,source_license,licence_verdict,licence_reason,nearest_bundle_unit,content_cosine,nearest_by_slug,slug_jaccard,disposition,disposition_reason
@M11/label-sentence-case,modules,@M11,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-screen-reader-friendly-copy,0.093,@community/rule-form-label-associated,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.093 away — genuinely absent knowledge
@M11/text-quality-accessible-name-defects,modules,@M11,taxonomy,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-informative-image-alt,0.109,@community/collection-accessible-modal,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M11/text-quality-template-binding-fixes,modules,@M11,pattern,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-informative-image-alt,0.219,@community/anti-pattern-text-in-image,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M11/voice-active-over-passive,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-active-voice-in-ui-copy,0.206,@anthropic-impeccable/pattern-undo-over-confirm,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.206 away — genuinely absent knowledge
@M11/voice-active-plain-present,modules,@M11,heuristic,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/principle-tone-calibration,0.266,@community/rule-plain-language,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M11/voice-audience-aware,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-nielsen-real-world-match,0.096,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.096 away — genuinely absent knowledge
@M11/voice-avoid-jargon,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-product-terminology,0.155,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.155 away — genuinely absent knowledge
@M11/voice-brand-consistency,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-consistent-product-terminology,0.125,@community/value-brand-hue,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.125 away — genuinely absent knowledge
@M11/voice-conversational-professional,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-screen-reader-friendly-copy,0.136,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.136 away — genuinely absent knowledge
@M11/voice-plain-language,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-screen-reader-friendly-copy,0.113,@community/rule-plain-language,1.0,RECLASSIFY-RENAMED,"slug token set identical to @community/rule-plain-language once BOTH sides' kind affix is stripped; the manifest's unmapped verdict is a one-sided-normalisation artefact, not an absence"
@M11/voice-present-tense,modules,@M11,principle,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-success-message-next-step,0.086,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.086 away — genuinely absent knowledge
@M11/voice-tone-modulation,modules,@M11,principle,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-tone-calibration,0.145,@community/principle-tone-calibration,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.145 away — genuinely absent knowledge
@M12/cjk-emphasis-marks-bouten,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.114,@community/rule-cjk-line-break,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.114 away — genuinely absent knowledge
@M12/cjk-ideographic-space,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.161,@community/rule-cjk-line-break,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.161 away — genuinely absent knowledge
@M12/cjk-line-break-kinsoku,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.479,@community/rule-cjk-line-break,0.75,DEFER-OVERLAP,"licence clears, but content cosine 0.479 to @community/rule-cjk-line-break means intake would duplicate or contradict a shipped unit; needs a human merge decision, not a bulk copy"
@M12/cjk-mixed-script-density,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.208,@community/rule-no-mixed-visual-languages,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.208 away — genuinely absent knowledge
@M12/cjk-punctuation-compression,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.131,@community/rule-cjk-line-break,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.131 away — genuinely absent knowledge
@M12/cjk-quotation-marks,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.221,@community/rule-cjk-line-break,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.221 away — genuinely absent knowledge
@M12/cjk-ruby-annotations,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.106,@community/rule-cjk-line-break,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.106 away — genuinely absent knowledge
@M12/cjk-tabular-numerals,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/constraint-monospace-tabular-numerics,0.313,@community/constraint-monospace-tabular-numerics,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.313 away — genuinely absent knowledge
@M12/cjk-vertical-writing-mode,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.111,@community/principle-vertical-rhythm,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.111 away — genuinely absent knowledge
@M12/cjk-word-break-keep-all,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.39,@community/rule-cjk-line-break,0.333,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.39 away — genuinely absent knowledge
@M12/i18n-a11y-bdi-isolation,modules,@M12,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-bidi-direction,0.281,@community/method-a11y-audit,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M12/i18n-a11y-lang-parts,modules,@M12,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/constraint-content-language-declared,0.215,@community/method-a11y-audit,0.2,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M12/i18n-a11y-rtl-form-inputs,modules,@M12,technique,validated,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/fact-bidi-direction,0.255,@community/method-a11y-audit,0.167,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M12/i18n-context-for-translators,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/principle-no-string-concat,0.223,@community/rule-embed-images-with-context,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.223 away — genuinely absent knowledge
@M12/i18n-icu-messageformat,modules,@M12,pattern,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/pattern-icu-message-format,0.415,@community/feedback-i18n-launch-v1,0.2,DEFER-OVERLAP,"licence clears, but content cosine 0.415 to @community/pattern-icu-message-format means intake would duplicate or contradict a shipped unit; needs a human merge decision, not a bulk copy"
@M12/i18n-locale-negotiation-fallback,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/term-bcp-47,0.204,@community/transform-locale-fallback-chain,0.4,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.204 away — genuinely absent knowledge
@M12/i18n-string-extraction,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/scope-localized-product,0.166,@community/principle-no-string-concat,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.166 away — genuinely absent knowledge
@M12/i18n-translation-memory,modules,@M12,concept,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/scope-localized-product,0.13,@community/feedback-i18n-launch-v1,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.13 away — genuinely absent knowledge
@M12/korean-chosung-initial-search,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-empty-state-recovery,0.049,@community/step-debounce-search-input,0.167,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.049 away — genuinely absent knowledge
@M12/korean-eojeol-spacing,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.264,@community/type-spacing-scale,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.264 away — genuinely absent knowledge
@M12/korean-hangul-decomposition,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/persona-toss,0.052,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.052 away — genuinely absent knowledge
@M12/korean-josa-particle,modules,@M12,pattern,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-cjk-line-break,0.065,,0.0,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.065 away — genuinely absent knowledge
@M12/korean-sort-order-chosung,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/principle-no-string-concat,0.073,@community/fact-card-sort-method,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.073 away — genuinely absent knowledge
@M12/locale-address-format,modules,@M12,rule,validated,MIT,ADMISSIBLE,MIT is already on license.policy.allow,@community/rule-fieldset-legend,0.177,@community/type-locale-tag,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.177 away — genuinely absent knowledge
@M12/locale-calendar-systems,modules,@M12,concept,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-intl-api-locale-formatting,0.133,@community/pattern-calendar-grid,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.133 away — genuinely absent knowledge
@M12/locale-collation-sort,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-intl-api-locale-formatting,0.116,@community/fact-card-sort-method,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.116 away — genuinely absent knowledge
@M12/locale-currency-placement,modules,@M12,rule,,,BLOCKED-UNDECLARED,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it,@community/rule-intl-api-locale-formatting,0.233,@community/type-locale-tag,0.25,REJECT,prime-corpus.yaml sets requireDeclared: true; the unit states no source.license so no set can legally claim it
@M12/locale-date-format-variation,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-intl-api-locale-formatting,0.282,@community/type-locale-tag,0.2,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.282 away — genuinely absent knowledge
@M12/locale-list-formatter,modules,@M12,rule,validated,Apache-2.0,ADMISSIBLE,Apache-2.0 is already on license.policy.allow,@community/rule-intl-api-locale-formatting,0.251,@community/type-locale-tag,0.25,ABSORB,licence clears (ADMISSIBLE) and nearest bundle unit is only cos 0.251 away — genuinely absent knowledge
